,Des'n,H_x,G,Epoch,M,Peri.,Node,Incl.,e,n,a,propa,da,prope,de,propsini,dsini,g,s,H_y,NumOpps
257,00260,9.35,0.15,K239D,151.76216,180.18889,164.94627,6.41982,0.107708,0.15383491,3.4495792,3.445416,3.5e-06,0.085913,0.00029,0.104159,0.00024,172.524525,-146.582631,9.35,60
258,00261,9.6,0.15,K239D,34.5705,66.79159,96.58021,3.63365,0.0899949,0.27683,2.3316352,2.331548,7.4e-08,0.131033,0.00015,0.051055,0.00021,37.409315,-40.08828,9.6,58
259,00262,11.71,0.15,K239D,175.98463,26.18083,38.28137,7.66959,0.2117413,0.24160154,2.5531103,2.553665,1.5e-05,0.231074,0.0014,0.123479,2.5e-05,52.210388,-55.82387,11.71,42
260,00263,10.29,0.15,K239D,340.91306,162.69447,216.13179,1.32137,0.0791641,0.20101367,2.8861506,2.886553,7.9e-08,0.042095,2e-06,0.037183,7.5e-07,72.785431,-66.861538,10.29,58
261,00264,8.37,0.15,K239D,83.68145,339.85645,49.49015,10.42742,0.13576,0.21067591,2.7972168,2.798163,3.1e-06,0.104146,4.4e-05,0.165027,3.8e-06,56.34057,-60.48504,8.37,58
262,00265,11.91,0.15,K239D,45.77606,251.47842,335.52433,25.64786,0.2669266,0.26182549,2.4198852,2.420853,8.4e-05,0.241835,1.9e-05,0.455472,8.9e-05,11.451131,-37.509759,11.91,33
263,00266,8.78,0.15,K239D,236.83595,151.9333,235.81228,13.40272,0.1544009,0.20974148,2.8055187,2.804348,3.9e-06,0.134948,2.3e-05,0.243059,1.8e-05,47.545592,-58.854189,8.78,57
264,00267,10.28,0.15,K239D,161.59324,196.89141,73.58578,6.0093,0.1017861,0.21340071,2.773355,2.774144,2.6e-07,0.111381,0.00038,0.084636,0.00052,61.311784,-62.279758,10.28,45
265,00268,8.67,0.15,K239D,54.7888,68.24703,120.84722,2.44036,0.136695,0.1811676,3.0932548,3.096828,1.4e-06,0.167327,1.6e-06,0.024364,4.4e-06,114.352934,-102.202777,8.67,60
266,00269,9.77,0.15,K239D,104.62575,119.99658,156.66649,5.47432,0.2138537,0.23261785,2.6184284,2.616405,0.00055,0.233719,0.00085,0.091411,0.00022,53.15937,-66.336187,9.77,56
267,00270,8.94,0.15,K239D,285.31072,80.66481,254.29687,2.36744,0.149974,0.30233785,2.1985738,2.198468,2.7e-05,0.092836,0.00044,0.056018,0.00091,32.69946,-34.034722,8.94,65
268,00271,9.92,0.15,K239D,17.97688,56.40001,335.25079,3.53128,0.1046937,0.1890462,3.0067045,3.006151,1.4e-05,0.068762,2.6e-06,0.075242,1.9e-06,85.304825,-76.289086,9.92,59
269,00272,10.9,0.15,K239D,136.67978,68.75424,37.3048,4.43235,0.0291539,0.21285,2.7781367,2.777837,1.5e-06,0.050506,9.2e-05,0.069205,7.3e-05,62.12841,-59.515974,10.9,52
270,00273,10.58,0.15,K239D,98.79187,121.43262,158.89129,20.44126,0.1602282,0.26565839,2.3965529,2.395085,1.6e-05,0.175248,0.00017,0.354063,3.7e-05,21.482442,-37.488623,10.58,42
271,00274,10.05,0.15,K239D,165.68482,121.53567,92.63506,3.67649,0.1168288,0.18473094,3.0533479,3.043761,9.6e-07,0.155556,1.4e-06,0.043654,2.1e-06,97.395148,-92.423433,10.05,62
272,00275,9.06,0.15,K239D,137.41828,39.29843,134.03562,4.7644,0.1632533,0.21379638,2.7699323,2.771512,1.5e-06,0.202181,4.8e-05,0.067133,2.6e-05,63.352098,-72.48148,9.06,59
273,00276,8.62,0.15,K239D,309.77348,265.66678,210.98541,21.66617,0.062203,0.17887158,3.1196687,3.116211,1.4e-05,0.080997,2.7e-05,0.378825,6.8e-07,39.614942,-58.978771,8.62,56
274,00277,9.92,0.15,K239D,71.51261,135.5562,230.99602,1.16635,0.0922648,0.20124463,2.8839419,2.885597,5.4e-07,0.052906,2.3e-06,0.037313,2.7e-07,72.785255,-67.224317,9.92,52
275,00278,9.43,0.15,K239D,242.46615,141.83338,61.68584,7.83468,0.1342481,0.21562089,2.7542847,2.754855,1.4e-05,0.173856,1.6e-05,0.119859,4.4e-06,58.333246,-65.774584,9.43,55
276,00280,11.01,0.15,K239D,201.47748,89.08565,9.84755,7.44011,0.1108452,0.19546825,2.9404823,2.943128,3.9e-07,0.112818,4.8e-05,0.131411,3.7e-05,72.438046,-72.938073,11.01,41
277,00281,12.09,0.15,K239D,233.66758,16.89347,31.33798,5.30223,0.1319363,0.30458951,2.1877251,2.187775,9.1e-07,0.130633,0.00025,0.076718,0.00068,32.021657,-34.704952,12.09,40
278,00282,11.16,0.15,K239D,272.97159,296.63817,144.87761,9.03642,0.0815363,0.27555099,2.3388448,2.339257,2.1e-07,0.101713,0.00034,0.153011,0.00012,34.500858,-38.243466,11.16,46
279,00283,8.85,0.15,K239D,246.41345,55.70675,303.86985,7.98638,0.1443455,0.18503648,3.0499858,3.046027,6.5e-06,0.113036,4e-05,0.158013,2.7e-05,82.376575,-79.479391,8.85,62
280,00284,10.36,0.15,K239D,347.46482,58.04239,233.67292,8.05496,0.2212903,0.27202674,2.3590021,2.358364,2e-05,0.195004,0.00056,0.153606,0.0009,35.511051,-43.277857,10.36,49
281,00285,10.99,0.15,K239D,249.94518,14.50568,311.21605,17.60669,0.2039576,0.18156172,3.0887768,3.087538,2e-05,0.202886,0.00049,0.299375,0.00037,59.174459,-81.645348,10.99,33
282,00286,9.09,0.15,K239D,141.27098,210.44986,148.93487,17.94127,0.0238661,0.17274161,3.1930428,3.194839,1.7e-05,0.016377,2.3e-05,0.2962,1.1e-06,121.181611,-66.669657,9.09,50
283,00287,8.34,0.15,K239D,115.05925,121.74356,142.30169,10.03189,0.0226725,0.27290022,2.3539657,2.352983,6.2e-08,0.050255,5.5e-05,0.1711,0.00026,33.964201,-37.279998,8.34,73
284,00288,9.92,0.15,K239D,15.43587,84.40602,120.10186,4.33771,0.2058263,0.21487347,2.760668,2.758566,5.1e-05,0.24613,1.6e-05,0.06102,0.00014,63.585589,-78.738183,9.92,72
285,00289,9.77,0.15,K239D,267.87891,190.69335,181.92653,6.68078,0.2019077,0.20212467,2.8755648,2.873848,3.8e-06,0.168325,5.3e-06,0.111245,2.4e-06,69.719297,-75.153676,9.77,56
286,00290,12.08,0.15,K239D,168.46389,105.43641,10.33094,22.33716,0.2581542,0.27594398,2.3366236,2.337403,0.00013,0.224449,0.00025,0.387496,0.00011,17.845955,-36.747515,12.08,28
287,00291,11.61,0.15,K239D,168.51588,332.00329,161.587,1.85724,0.0932203,0.29766212,2.2215376,2.222093,2.8e-05,0.142871,8.3e-05,0.036043,0.00033,33.751884,-36.411757,11.61,51
288,00292,10.1,0.15,K239D,303.89323,286.79366,43.47389,14.88727,0.032779,0.24497224,2.5296366,2.529829,2.8e-07,0.026074,0.00034,0.247044,3.7e-05,40.659477,-41.367272,10.1,45
289,00293,10.27,0.15,K239D,276.18598,88.03915,61.06328,15.60718,0.1022889,0.20329021,2.8645632,2.861755,4.5e-07,0.129303,7e-05,0.257702,4.7e-06,48.401469,-60.859809,10.27,37
290,00294,10.35,0.15,K239D,310.81468,186.31578,135.69201,6.26432,0.2329195,0.17584828,3.1553241,3.143594,4.4e-06,0.222859,5.9e-06,0.086759,1.4e-05,143.56596,-128.806352,10.35,51
291,00295,10.11,0.15,K239D,94.28415,148.41349,275.87374,2.69971,0.1674688,0.21060453,2.7978488,2.796652,3.5e-07,0.152949,2.4e-06,0.066065,1.2e-05,64.847522,-68.181049,10.11,52
292,00296,12.58,0.15,K239D,322.50812,252.71635,121.56121,1.74806,0.1601539,0.29625631,2.2285599,2.228672,3e-05,0.123185,4.9e-05,0.022446,0.00053,34.043595,-35.987957,12.58,40
293,00297,9.27,0.15,K239D,212.31206,353.65155,331.8944,7.55072,0.1390392,0.17479579,3.1679774,3.170826,0.0001,0.11952,3.5e-05,0.141372,3.6e-05,143.498075,-92.50056,9.27,54
294,00298,11.27,0.15,K239D,242.46189,134.65392,8.15384,6.28404,0.0957493,0.28921734,2.2645739,2.263853,1.1e-06,0.148304,0.00016,0.103979,8.6e-05,33.908386,-37.718893,11.27,45
295,00299,11.4,0.15,K239D,354.80239,151.62839,241.41174,1.60717,0.0630904,0.2593907,2.4350046,2.4342,8.9e-06,0.044471,0.00015,0.043129,0.00014,40.605209,-41.951505,11.4,38
296,00300,9.8,0.15,K239D,43.76077,320.63966,42.87889,0.72694,0.0594468,0.17139203,3.2097827,3.207175,7.4e-05,0.026598,0.00066,0.017744,0.00026,229.891223,-85.686381,9.8,67
297,00301,10.57,0.15,K239D,327.3475,123.82374,142.29278,4.89763,0.0661112,0.21902756,2.7256508,2.725293,3.5e-05,0.080887,3.2e-05,0.073603,3.6e-05,58.53291,-57.503862,10.57,57
298,00302,11.35,0.15,K239D,179.91459,55.17597,7.72957,3.41313,0.1103182,0.26406878,2.406161,2.405666,3.1e-07,0.106449,1.8e-05,0.058386,2.9e-05,39.861307,-42.229214,11.35,53
299,00303,9.13,0.15,K239D,97.92696,67.64466,343.65003,6.8864,0.0564967,0.1785804,3.123059,3.121996,3.3e-06,0.047492,0.00038,0.130411,0.00014,106.4002,-80.552158,9.13,66
300,00304,10.07,0.15,K239D,31.29872,172.57164,159.01113,15.8468,0.2219138,0.26446836,2.4037367,2.403743,6.2e-06,0.125961,0.00012,0.25566,4.9e-06,30.259611,-38.05519,10.07,44
301,00305,8.91,0.15,K239D,155.53195,260.57169,207.46282,4.451,0.1965668,0.1815526,3.0888802,3.093305,8.7e-05,0.19855,0.00027,0.093028,0.00072,109.710659,-107.714066,8.91,62
302,00306,8.83,0.15,K239D,76.4639,168.20747,141.82894,7.27568,0.1513212,0.27203257,2.3589683,2.358013,9.4e-08,0.117429,2.4e-05,0.11684,2.3e-05,36.625565,-40.002873,8.83,68
303,00307,10.11,0.15,K239D,328.88713,323.65887,100.90324,6.12433,0.1440596,0.19861885,2.9093038,2.908448,1.3e-06,0.126143,4.4e-05,0.085507,6.9e-05,73.586495,-73.587911,10.11,58
304,00308,8.22,0.15,K239D,275.76002,112.34719,181.59196,4.36278,0.0389394,0.21611672,2.7500704,2.749526,1.8e-06,0.049062,0.00024,0.080106,0.00015,59.623615,-57.593689,8.22,75
305,00309,10.71,0.15,K239D,58.24375,311.40994,356.50292,3.71263,0.1142127,0.22637017,2.6663874,2.664675,2.6e-06,0.101878,0.00032,0.071307,0.00046,55.162671,-55.057783,10.71,52
306,00310,10.26,0.15,K239D,336.09193,324.93889,229.04304,3.17173,0.1167905,0.21488074,2.7606057,2.761237,0.00012,0.153893,1.5e-05,0.070622,7e-06,61.55904,-65.505306,10.26,58
307,00311,10.11,0.15,K239D,32.33572,78.70686,80.96415,3.22405,0.0057991,0.19978499,2.8979718,2.897636,1.2e-06,0.040567,6.4e-06,0.037231,2.4e-06,73.846132,-67.581977,10.11,62
308,00312,9.02,0.15,K239D,235.28562,262.12949,6.20379,9.03629,0.1603442,0.21251694,2.7810386,2.78201,6.8e-07,0.166943,0.00016,0.163855,0.00017,56.094757,-65.037762,9.02,48
309,00313,9.23,0.15,K239D,242.80433,315.72747,176.57612,11.65057,0.181609,0.26922767,2.3753244,2.375852,7.1e-06,0.232797,8.2e-05,0.204317,0.00016,33.595889,-45.442783,9.23,74
310,00314,10.21,0.15,K239D,211.70809,191.8203,169.96409,12.51413,0.1712299,0.17541784,3.1604836,3.151848,0.0003,0.159037,0.00017,0.20356,7e-05,112.0767,-92.602546,10.21,51
311,00315,12.63,0.15,K239D,130.36169,172.77524,161.62696,2.42957,0.1686393,0.2938419,2.2407508,2.241418,4.4e-07,0.117214,6.1e-05,0.04325,0.00056,34.299742,-36.195306,12.63,39
312,00316,10.21,0.15,K239D,44.00552,317.44091,123.79135,2.34704,0.1276739,0.17365702,3.1818118,3.173985,0.00057,0.135498,0.00045,0.022916,6.9e-05,165.822287,-103.543098,10.21,60
313,00317,9.81,0.15,K239D,60.21193,187.13226,151.34111,1.76608,0.0859451,0.28492503,2.2872606,2.286573,7.4e-07,0.041754,0.00025,0.031565,0.00056,35.89966,-36.202371,9.81,64
314,00318,9.5,0.15,K239D,248.97762,295.27718,161.4916,10.6576,0.085011,0.17279246,3.1924163,3.201974,9.7e-06,0.069877,7.6e-06,0.176501,2e-06,185.755217,-82.288464,9.5,59
315,00319,10.21,0.15,K239D,7.56172,227.04952,184.86215,10.5636,0.215155,0.15638566,3.4119666,3.391883,0.0003,0.193662,0.0029,0.182712,0.00029,188.83983,-184.971119,10.21,46
316,00320,10.83,0.15,K239D,87.94155,148.40717,219.76452,9.38949,0.116099,0.18874093,3.0099456,3.013237,1.4e-06,0.081048,0.00015,0.174677,7.1e-05,73.849838,-72.629975,10.83,45
317,00321,10.15,0.15,K239D,286.83388,34.49856,40.20896,2.58726,0.047428,0.20112203,2.8851138,2.885606,1.2e-06,0.045923,6.9e-06,0.038015,1.8e-06,72.700745,-66.926419,10.15,60
318,00322,9.21,0.15,K239D,175.40481,114.85155,252.29363,8.04482,0.2445798,0.21217019,2.7840678,2.782595,2.9e-05,0.198797,8.5e-05,0.165332,2.3e-05,56.604592,-68.900905,9.21,54
319,00323,9.54,0.15,K239D,335.85613,291.59302,97.28965,24.25817,0.299822,0.26810762,2.3819352,2.382017,2.6e-06,0.247866,0.00045,0.41319,0.00034,16.028369,-38.573839,9.54,41
320,00324,7.26,0.15,K239D,89.32577,44.15206,327.8534,11.10181,0.3412113,0.22456834,2.680631,2.683468,0.0002,0.296988,4.2e-05,0.209681,2.7e-05,47.45748,-73.162857,7.26,76
321,00325,8.98,0.15,K239D,89.64257,70.82496,344.21243,8.57382,0.1513269,0.17088383,3.2161434,3.203644,3.3e-05,0.144007,0.00016,0.162825,2.6e-05,213.833775,-101.645977,8.98,60
322,00326,9.43,0.15,K239D,32.58874,238.53297,32.16875,23.72445,0.1895291,0.27937247,2.3174674,2.31755,9e-06,0.202823,0.00029,0.394078,9.8e-05,16.6711,-34.689197,9.43,48
323,00327,10.08,0.15,K239D,45.08572,308.42812,354.75135,7.14078,0.061078,0.21308868,2.7760618,2.775995,2.6e-07,0.057571,0.00016,0.129877,7.3e-05,58.071174,-58.101754,10.08,51
324,00328,9.06,0.15,K239D,69.22426,107.33011,351.89231,16.13367,0.1074894,0.17979865,3.1089359,3.1058,0.00068,0.115455,0.00055,0.285858,0.00019,65.344254,-71.666976,9.06,50
325,00329,9.66,0.15,K239D,217.65543,58.09196,178.44277,15.88234,0.0258316,0.2529553,2.4761305,2.475632,4.1e-06,0.084118,0.00085,0.277037,2.6e-05,30.267479,-39.576981,9.66,52
326,00330,12.55,0.15,K239D,173.88565,259.12805,137.09262,6.75805,0.2518861,0.25394615,2.4696854,2.469734,0.00013,0.219543,0.00031,0.110882,1.8e-05,48.188451,-51.781711,12.55,33
327,00331,9.98,0.15,K239D,214.36769,334.08522,21.8514,6.0362,0.0957822,0.18711489,3.0273582,3.025116,2.9e-06,0.066299,4.2e-06,0.101278,6.4e-06,85.807661,-76.570596,9.98,61
328,00332,9.73,0.15,K239D,19.13713,298.23086,31.54545,2.84504,0.0886201,0.21342286,2.7731632,2.773029,2.2e-07,0.063891,5.4e-06,0.044151,1.4e-05,62.774794,-60.106296,9.73,68
329,00333,9.62,0.15,K239D,233.02043,23.1339,353.14389,3.73829,0.16009,0.17781931,3.131964,3.124035,1.9e-06,0.13666,2.2e-06,0.073465,7.9e-07,120.096834,-96.24821,9.62,65
330,00335,9.15,0.15,K239D,293.67519,139.79661,148.42243,5.10226,0.1721667,0.25298641,2.4759275,2.474863,2.6e-05,0.165375,0.00034,0.085335,0.00062,47.059843,-48.203795,9.15,66
331,00336,10.01,0.15,K239D,2.8033,30.95019,234.98651,5.65217,0.0952115,0.29170413,2.2516852,2.251809,1.5e-07,0.087618,0.00024,0.106452,0.00022,33.350849,-35.348527,10.01,57
332,00337,8.99,0.15,K239D,145.23298,99.45501,355.33936,7.85918,0.1365601,0.26784071,2.3835174,2.383038,1.1e-06,0.157443,0.00035,0.138983,6e-05,36.786852,-42.420039,8.99,64
333,00338,8.63,0.15,K239D,98.84341,109.71742,287.30643,6.03848,0.0181429,0.19838758,2.9115644,2.912594,1.9e-07,0.024893,2.1e-05,0.125032,7.1e-06,69.182921,-65.809114,8.63,65
334,00339,9.45,0.15,K239D,41.44603,164.70458,173.47974,9.96119,0.100247,0.18825141,3.0151613,3.011952,3.3e-05,0.076201,0.00066,0.170059,0.00029,74.251783,-72.610428,9.45,56
335,00340,10.04,0.15,K239D,225.04561,43.12677,26.95038,4.66821,0.1173084,0.21667348,2.7453573,2.746441,1.7e-07,0.103884,7.6e-05,0.076714,0.0001,59.860305,-60.08342,10.04,52
336,00341,11.34,0.15,K239D,81.25435,293.84979,29.01041,5.66645,0.194538,0.30214501,2.1995091,2.199398,7.2e-07,0.127091,0.00027,0.091597,0.00065,32.078239,-34.861981,11.34,40
337,00342,10.31,0.15,K239D,238.1935,224.85237,232.65328,7.35394,0.130293,0.23959848,2.56732,2.567917,8.4e-07,0.14451,8.3e-05,0.142988,2.4e-05,48.427152,-50.838022,10.31,49
338,00343,11.73,0.15,K239D,340.05,10.16871,38.58154,3.25975,0.2301083,0.26314133,2.4118114,2.411455,8.8e-05,0.211701,0.00032,0.046472,0.00013,41.334867,-48.484664,11.73,44
339,00344,8.36,0.15,K239D,193.60208,237.47283,47.99426,18.35293,0.3139655,0.23574468,2.5952236,2.594369,2.7e-06,0.259047,3.2e-05,0.314518,0.00016,32.642222,-55.173708,8.36,50
340,00345,9.1,0.15,K239D,291.06016,230.60603,212.58534,9.74558,0.0620059,0.27790292,2.3256301,2.325334,6.7e-07,0.099246,5.9e-05,0.180936,0.00038,32.756384,-37.251159,9.1,70
341,00346,7.39,0.15,K239D,17.64508,291.29304,91.86046,8.75317,0.1034977,0.21063118,2.7976128,2.796197,2.2e-06,0.063742,0.00017,0.133189,8.1e-05,59.056656,-59.438089,7.39,67
342,00347,9.05,0.15,K239D,254.22538,87.24617,85.23014,11.68567,0.1638205,0.23311888,2.6146752,2.613064,1.5e-06,0.197159,0.00014,0.191809,0.00015,45.598509,-55.911828,9.05,58
343,00348,9.62,0.15,K239D,162.64008,13.37225,89.89326,9.75887,0.0715791,0.19269479,2.96863,2.96953,8.9e-07,0.083104,3.4e-05,0.149622,1.9e-05,72.59295,-71.266203,9.62,61
344,00349,6.04,0.15,K239D,101.36836,344.36513,32.19193,8.25091,0.0893415,0.1972019,2.9232233,2.92483,1e-06,0.059755,0.00023,0.136917,9.9e-05,69.149962,-67.403554,6.04,84
345,00350,8.49,0.15,K239D,285.19212,337.74057,90.0808,24.89905,0.1603761,0.17991089,3.1076428,3.114339,0.00017,0.192358,0.0001,0.387107,1.6e-05,38.551168,-68.928513,8.49,51
346,00351,9.22,0.15,K239D,116.6647,31.70629,99.18411,9.2069,0.1560794,0.21435675,2.7651027,2.766031,4.7e-06,0.181195,2.7e-05,0.139271,3.3e-05,57.528947,-66.681173,9.22,54
347,00352,10.19,0.15,K239D,142.86543,144.50336,247.2118,3.38425,0.1493704,0.30322758,2.1942709,2.194095,1.9e-06,0.137319,0.00015,0.076509,0.00062,32.283287,-35.09939,10.19,54
348,00353,10.98,0.15,K239D,352.5872,321.1424,102.44016,5.70768,0.3280414,0.21780255,2.7358613,2.734335,1.1e-05,0.307989,5.2e-05,0.077854,5.2e-05,62.575852,-88.712525,10.98,41
349,00354,6.14,0.15,K239D,308.37847,7.83932,140.22073,18.36149,0.1114952,0.21040781,2.7995925,2.798056,2.6e-06,0.172796,2.3e-05,0.297009,1.9e-05,39.294599,-58.147741,6.14,88
350,00355,10.34,0.15,K239D,123.14987,107.2006,351.65,4.28647,0.1061452,0.24378379,2.5378513,2.538653,5.4e-06,0.077978,0.004,0.081918,0.00025,52.99753,-46.211734,10.34,55
351,00356,8.4,0.15,K239D,228.04014,79.37061,354.4933,8.20483,0.2415846,0.2155994,2.7544677,2.757036,2.3e-05,0.221433,0.00062,0.158245,0.00017,55.78895,-70.317823,8.4,65
352,00357,9.04,0.15,K239D,240.83169,255.83211,137.62356,15.0548,0.0777514,0.1762764,3.1502131,3.148161,3.2e-06,0.054304,2.1e-06,0.246033,6.9e-07,91.77617,-72.676529,9.04,62
353,00358,9.19,0.15,K239D,345.9075,252.10933,172.13579,3.5544,0.152812,0.20176746,2.8789578,2.877848,6.3e-06,0.13447,3.1e-05,0.061579,6e-05,72.571515,-72.73632,9.19,59
354,00359,9.49,0.15,K239D,173.32537,337.95183,6.00646,6.7741,0.1565283,0.21868322,2.7285112,2.72907,4.8e-07,0.120357,4.8e-05,0.116261,3.6e-05,56.501367,-59.139442,9.49,54
355,00360,8.54,0.15,K239D,120.29821,290.03017,132.19003,11.74051,0.1737793,0.18919759,3.0051004,3.001536,8.9e-06,0.154945,3.2e-05,0.191487,2e-05,70.94516,-78.871544,8.54,63
356,00362,9.16,0.15,K239D,299.97164,31.02532,27.31021,8.06425,0.0448116,0.23801305,2.5787082,2.578799,4.3e-06,0.041135,0.00028,0.132883,9e-05,48.355346,-47.154652,9.16,67
357,00363,9.09,0.15,K239D,36.28883,295.68481,64.68957,5.94925,0.0730932,0.21618563,2.7494859,2.747462,2.1e-07,0.044217,0.0027,0.092611,0.0012,58.866393,-57.024956,9.09,67
358,00364,9.94,0.15,K239D,257.02216,313.17833,105.51326,6.00498,0.1491621,0.29791911,2.2202599,2.220526,3.6e-05,0.159852,0.0001,0.095438,0.00065,32.736056,-36.726007,9.94,58
359,00365,9.25,0.15,K239D,61.16696,215.45058,185.14009,12.80059,0.1559918,0.21015967,2.8017957,2.80272,3.1e-06,0.149286,0.0005,0.219712,9.3e-06,51.013065,-61.476032,9.25,55
360,00366,8.72,0.15,K239D,21.29829,334.14529,346.69618,10.57949,0.056763,0.17685644,3.1433215,3.142285,1.4e-05,0.052412,0.00028,0.191238,7.3e-05,103.387217,-77.4439,8.72,63
361,00367,10.69,0.15,K239D,239.11136,55.29675,83.43071,2.94126,0.0958629,0.2980051,2.2198327,2.21943,1.1e-05,0.147259,8.7e-05,0.038461,0.001,33.637351,-36.468268,10.69,51
362,00368,9.97,0.15,K239D,25.03775,95.58519,226.29006,7.79936,0.2016139,0.18295036,3.0731272,3.067601,7.2e-05,0.179608,0.0002,0.156739,8e-06,89.694151,-93.17404,9.97,51
363,00369,8.67,0.15,K239D,347.13513,269.98422,94.13906,12.71746,0.0974323,0.22864864,2.6486443,2.64893,2.6e-06,0.055947,1.1e-05,0.203914,2.4e-06,44.910225,-48.694573,8.67,57
364,00370,10.71,0.15,K239D,212.6653,68.46069,290.88842,7.86096,0.0906522,0.27804413,2.3248426,2.324437,1e-07,0.048468,3.6e-05,0.148123,0.00017,34.17732,-36.610236,10.71,48
365,00371,8.78,0.15,K239D,353.81044,342.12886,283.37079,7.40104,0.0631046,0.21890798,2.7266432,2.726837,4.8e-06,0.086274,0.00031,0.146924,3.7e-05,53.846858,-55.990844,8.78,61
366,00372,7.41,0.15,K239D,13.46275,115.22861,327.22851,23.78684,0.2526744,0.17544818,3.1601193,3.153921,5.9e-05,0.245534,9.9e-05,0.420088,1.6e-05,41.140476,-75.636722,7.41,67
367,00373,9.17,0.15,K239D,230.91245,349.11011,3.63112,15.37719,0.1377406,0.17864381,3.12232,3.116672,4.4e-06,0.126435,0.00026,0.261049,0.00017,75.712799,-76.512648,9.17,51
368,00374,8.85,0.15,K239D,126.50612,26.8577,218.96774,8.99713,0.0788065,0.21231934,2.7827638,2.779607,4.5e-06,0.111731,4.1e-05,0.166128,3e-06,55.102598,-59.833143,8.85,58
369,00375,7.52,0.15,K239D,222.10475,341.57212,336.40962,15.94233,0.1029226,0.17823803,3.127057,3.128764,2.5e-05,0.097192,3.4e-05,0.283167,5.5e-05,72.634712,-71.416382,7.52,56
370,00376,9.63,0.15,K239D,283.60437,316.61367,301.96152,5.43035,0.1726979,0.28475806,2.2881546,2.288629,3.2e-06,0.172483,0.00031,0.107775,0.00039,34.702844,-39.692979,9.63,50
371,00377,9.17,0.15,K239D,133.63891,196.49139,209.92862,6.67784,0.0754064,0.22327921,2.690939,2.690444,4.8e-07,0.075297,0.0089,0.125796,0.0001,53.4585,-53.618596,9.17,62
372,00378,9.86,0.15,K239D,47.18172,156.64036,232.3528,7.01304,0.1302499,0.21313649,2.7756467,2.776716,2.7e-07,0.09667,4.5e-05,0.135697,2.5e-05,57.753647,-59.87489,9.86,50
373,00379,9.15,0.15,K239D,225.15832,180.87814,171.85972,1.6708,0.1796567,0.17683774,3.143543,3.136049,9.5e-06,0.155268,1.2e-05,0.03082,2.1e-07,132.910654,-104.122964,9.15,75
374,00380,9.66,0.15,K239D,335.4952,240.29325,95.02482,6.16205,0.1127478,0.22490187,2.67798,2.678403,2.8e-07,0.080355,7.6e-05,0.087923,2.6e-05,55.08276,-54.472204,9.66,63
375,00381,8.43,0.15,K239D,71.92215,144.44606,125.06308,12.55661,0.0896945,0.17031973,3.2232408,3.207519,0.00035,0.120149,0.00044,0.200502,0.00034,205.99781,-89.99587,8.43,61
376,00382,8.84,0.15,K239D,110.51663,270.55679,313.45695,7.38884,0.1703524,0.17870016,3.1216635,3.122612,0.00026,0.194495,9e-05,0.154822,2.2e-05,109.711395,-104.680793,8.84,60
377,00383,10.09,0.15,K239D,174.54066,324.65078,92.7625,2.65939,0.1685233,0.17716335,3.1396902,3.134056,3.4e-05,0.151936,3.3e-05,0.024663,4.6e-08,131.503024,-103.033536,10.09,65
378,00384,9.44,0.15,K239D,46.8275,34.94451,47.67144,5.59062,0.1453927,0.22818615,2.6522219,2.651993,5.5e-05,0.141738,0.00015,0.085758,3.8e-05,54.084418,-56.730348,9.44,62
379,00385,7.86,0.15,K239D,338.03554,189.13835,344.85609,13.58232,0.1263194,0.20518167,2.8469314,2.846689,3.2e-06,0.184791,0.00012,0.237193,3e-05,54.571959,-67.428819,7.86,66
380,00386,7.79,0.15,K239D,224.66106,220.91657,166.63111,20.21687,0.1692706,0.19972427,2.8985591,2.896226,1.7e-06,0.145824,3e-05,0.33488,3.8e-06,35.23194,-58.132454,7.79,75
381,00387,7.56,0.15,K239D,88.28033,157.66759,128.14367,18.10659,0.2356462,0.21700928,2.7425245,2.739151,4.7e-07,0.230974,5e-05,0.282885,4.7e-05,39.449342,-62.054254,7.56,68
382,00388,8.76,0.15,K239D,146.67174,329.33027,354.18705,6.45072,0.0655866,0.18943697,3.0025682,3.005576,5e-06,0.044234,2.3e-05,0.118313,4e-06,80.56057,-73.077914,8.76,60
383,00389,8.02,0.15,K239D,235.16566,267.1272,282.03962,8.11879,0.0658792,0.23381235,2.6095027,2.608507,3.8e-07,0.098738,4.6e-05,0.159778,3e-06,47.491569,-49.785251,8.02,80
384,00390,10.26,0.15,K239D,8.42134,192.07862,305.10466,12.14018,0.1314587,0.22835407,2.6509216,2.651728,1.5e-05,0.171904,3.5e-05,0.222329,1.5e-05,43.551162,-54.468146,10.26,48
385,00391,10.91,0.15,K239D,185.79912,147.04849,212.84094,23.20672,0.3054817,0.27880522,2.3206097,2.318808,0.00069,0.30391,2.4e-05,0.388727,2.1e-05,18.500178,-41.289956,10.91,46
386,00392,9.77,0.15,K239D,125.87014,173.64581,209.65252,14.31977,0.1388118,0.20116675,2.8846863,2.884521,8.5e-07,0.127243,0.00038,0.250177,3.6e-06,50.482555,-62.61696,9.77,45
387,00393,8.46,0.15,K239D,6.11277,90.88028,212.39346,14.87733,0.3299268,0.2126994,2.7794479,2.776801,1.6e-05,0.275765,9.9e-07,0.295068,7.4e-06,40.383062,-69.938175,8.46,56
388,00394,9.78,0.15,K239D,68.76207,271.12688,66.85488,6.22268,0.2281751,0.21467434,2.7623749,2.762563,1.7e-06,0.191423,5.2e-05,0.095842,7.5e-05,60.791305,-69.372556,9.78,56
