,Des'n,H_x,G,Epoch,M,Peri.,Node,Incl.,e,n,a,propa,da,prope,de,propsini,dsini,g,s,H_y,NumOpps
785,00800,11.4,0.15,K239D,25.1553,347.67121,325.14043,4.26243,0.2013036,0.30352436,2.1928404,2.192863,0.00026,0.140465,0.00012,0.076283,0.00026,32.226954,-35.154505,11.4,42
786,00801,11.62,0.15,K239D,294.91644,337.20545,185.90483,14.14252,0.0763341,0.23452702,2.6041988,2.605354,1.6e-05,0.124651,7.2e-05,0.24461,4.5e-05,39.678221,-47.896382,11.62,39
787,00802,12.94,0.15,K239D,167.62449,116.31902,7.74366,5.20329,0.0794433,0.30291574,2.1957766,2.196262,2.5e-05,0.138667,0.00038,0.083009,0.0005,32.202847,-35.181156,12.94,31
788,00803,9.56,0.15,K239D,187.42869,56.98101,250.80517,8.6592,0.0633429,0.17242156,3.1969929,3.203104,3.5e-05,0.043412,3.2e-05,0.169047,8.5e-06,188.762284,-79.968327,9.56,50
789,00804,8.07,0.15,K239D,93.98023,344.121,347.55271,15.38864,0.1418236,0.20626623,2.8369431,2.839092,6.5e-07,0.115813,7.7e-05,0.265262,1.7e-05,47.644944,-57.9528,8.07,52
790,00805,9.89,0.15,K239D,222.245,131.81382,166.34694,15.72957,0.1858209,0.17260471,3.194731,3.210778,7.5e-05,0.160406,0.0004,0.26708,0.00022,197.05953,-93.361439,9.89,48
791,00806,10.39,0.15,K239D,330.20398,121.6258,43.60878,14.21769,0.0811841,0.17182578,3.2043787,3.204796,4.1e-05,0.104822,0.0008,0.233815,0.00039,176.905942,-82.147064,10.39,40
792,00807,10.68,0.15,K239D,316.78997,337.25606,131.98941,11.28958,0.060331,0.18766662,3.0214218,3.018483,7.7e-07,0.085027,0.0001,0.179639,4.8e-05,73.758922,-72.966932,10.68,40
793,00808,10.04,0.15,K239D,214.26793,274.4908,180.98479,4.72277,0.1298032,0.21686677,2.7437258,2.745128,1.6e-07,0.133359,1.7e-05,0.085005,2.5e-05,59.531901,-62.064437,10.04,54
794,00809,12.17,0.15,K239D,99.48876,196.29592,154.50094,7.14538,0.192568,0.28582797,2.282441,2.283103,9e-07,0.145352,0.00031,0.118231,0.00021,34.149401,-38.127625,12.17,38
795,00810,12.54,0.15,K239D,206.1721,195.75723,152.6893,2.61273,0.1802389,0.30641419,2.1790313,2.17878,3e-06,0.122723,0.0003,0.049048,0.00036,32.173765,-34.215417,12.54,42
796,00811,10.85,0.15,K239D,354.4853,179.3268,130.79954,3.13742,0.0707282,0.19996261,2.8962553,2.896929,3e-07,0.061264,2.4e-06,0.039769,1.6e-06,73.882113,-68.405359,10.85,51
797,00812,11.78,0.15,K239D,319.0028,353.41888,7.23989,13.30012,0.1651847,0.22729273,2.6591675,2.659384,1.1e-07,0.136029,0.00014,0.222422,9.3e-05,43.620425,-52.166809,11.78,37
798,00813,11.67,0.15,K239D,223.30399,315.48178,51.88356,6.29596,0.0252851,0.29728828,2.2233996,2.223196,9e-07,0.039721,0.001,0.099005,0.00036,32.602186,-33.698528,11.67,38
799,00814,8.79,0.15,K239D,98.13673,296.36659,88.72675,21.79184,0.3053128,0.17553993,3.159018,3.164969,6.9e-05,0.255677,0.00038,0.363793,0.00027,68.873624,-91.628142,8.79,41
800,00815,10.86,0.15,K239D,307.42681,57.86536,56.96208,13.87808,0.0736474,0.22714605,2.6603121,2.658825,4.8e-06,0.098564,7.1e-06,0.227907,3.3e-05,42.855769,-49.787133,10.86,39
801,00816,10.53,0.15,K239D,236.97893,20.63746,127.77196,14.30783,0.1060038,0.18895266,3.0076968,3.00378,9.6e-06,0.144532,4.9e-05,0.22757,0.00021,63.884063,-74.28759,10.53,40
802,00817,10.73,0.15,K239D,345.25356,284.89355,125.44442,11.33301,0.1812175,0.23640728,2.5903721,2.589711,2.4e-05,0.157578,1.3e-05,0.186409,5.8e-06,45.281967,-51.50887,10.73,42
803,00818,9.31,0.15,K239D,133.71383,291.7648,70.66902,15.63105,0.0903359,0.17455321,3.1709118,3.174176,7e-05,0.058466,0.0029,0.253314,0.00086,108.995897,-72.898982,9.31,50
804,00819,11.99,0.15,K239D,249.8523,306.20469,333.11162,4.89516,0.142209,0.3025933,2.1973362,2.197624,4.6e-07,0.106198,0.00015,0.083272,0.00019,32.224274,-34.199971,11.99,45
805,00820,10.44,0.15,K239D,25.04652,195.3674,118.43492,5.93418,0.0505965,0.17810073,3.128664,3.127891,4.6e-06,0.052586,5.1e-06,0.084096,3.9e-07,116.200171,-83.786415,10.44,50
806,00821,11.92,0.15,K239D,46.59626,32.83324,209.72538,5.39817,0.2112281,0.21353043,2.7722317,2.776082,1.8e-05,0.235663,3.1e-05,0.099351,2.4e-05,62.917298,-77.338421,11.92,42
807,00822,12.09,0.15,K239D,331.808,246.88316,210.0321,0.71865,0.1550449,0.29087687,2.2559523,2.255121,0.00016,0.167327,0.0022,0.025878,0.0019,35.105497,-38.744975,12.09,47
808,00823,11.24,0.15,K239D,230.31591,218.92089,254.98353,3.64582,0.0908031,0.29778774,2.2209128,2.22135,2.4e-06,0.140456,0.00024,0.078397,0.00017,33.103806,-36.094822,11.24,45
809,00824,10.27,0.15,K239D,274.95834,141.34806,141.34965,8.13017,0.1366801,0.21107235,2.7937132,2.793831,5.6e-07,0.135189,1.1e-05,0.128732,6.2e-06,59.906367,-64.21122,10.27,47
810,00825,11.68,0.15,K239D,109.58338,111.02918,101.3991,3.39967,0.0750048,0.29685876,2.2255438,2.225913,3e-06,0.113762,0.00012,0.052354,0.00027,33.645351,-35.517985,11.68,54
811,00826,11.81,0.15,K239D,316.84869,36.61454,230.18957,7.1028,0.2049716,0.2204976,2.7135228,2.714323,4.7e-06,0.218217,8.3e-05,0.134051,8.9e-06,55.471793,-67.737961,11.81,40
812,00827,13.19,0.15,K239D,57.13708,195.50079,172.8587,3.42237,0.1569014,0.28737224,2.2742568,2.274534,2.4e-08,0.119096,7.8e-05,0.063425,0.00024,35.142299,-37.353015,13.19,36
813,00828,10.38,0.15,K239D,338.95556,296.85655,1.79663,1.12471,0.0272277,0.17293988,3.1906019,3.189491,1.8e-06,0.036594,2.4e-06,0.030448,6.4e-07,182.741947,-86.804814,10.38,50
814,00829,11.24,0.15,K239D,250.39846,42.49615,352.33025,8.27798,0.0989808,0.23788417,2.5796395,2.579926,1.4e-07,0.071427,8.9e-05,0.147099,3.1e-05,47.57712,-47.649232,11.24,43
815,00830,9.31,0.15,K239D,142.59321,91.29124,340.26979,3.80129,0.0660488,0.171233,3.2117697,3.205139,1.9e-06,0.067639,1.7e-06,0.078635,2.4e-07,221.911775,-88.830298,9.31,54
816,00831,13.02,0.15,K239D,149.95527,225.01846,178.03547,4.83889,0.1456378,0.29946478,2.2126134,2.212583,4.8e-05,0.141831,0.0016,0.089352,0.00051,32.499209,-35.78215,13.02,29
817,00832,11.26,0.15,K239D,9.61255,121.79043,253.74588,1.00647,0.0829342,0.20309384,2.8664094,2.864396,9e-07,0.043976,4.6e-06,0.036857,1.3e-06,70.812775,-65.405246,11.26,41
818,00833,11.39,0.15,K239D,151.16962,37.15012,352.83098,9.78547,0.1168806,0.18852206,3.0122748,3.010048,1.9e-06,0.087528,7.1e-05,0.175349,3.8e-05,73.413634,-72.889313,11.39,37
819,00834,9.48,0.15,K239D,55.59223,91.6481,182.66289,3.97972,0.2007043,0.1735465,3.1831625,3.172212,0.0016,0.220768,0.0024,0.073483,5.7e-05,180.172312,-137.36474,9.48,59
820,00835,11.57,0.15,K239D,205.78978,67.72179,308.45887,3.69765,0.0879661,0.17045625,3.2215194,3.207625,0.00012,0.088837,0.00038,0.083216,0.00022,234.970943,-92.617874,11.57,38
821,00836,13.39,0.15,K239D,345.22453,179.92614,199.74395,4.84609,0.1765278,0.30410242,2.1900606,2.190189,5.1e-05,0.149919,0.00018,0.094552,0.00018,31.768787,-35.358904,13.39,31
822,00837,12.55,0.15,K239D,237.23791,173.07822,199.96493,6.73827,0.0404043,0.28285539,2.2984042,2.29824,2.1e-07,0.031902,0.00041,0.126092,7.5e-05,34.19401,-35.79494,12.55,38
823,00838,10.32,0.15,K239D,254.26328,117.59012,240.01653,10.42236,0.1310394,0.19958866,2.8998718,2.898304,3.6e-05,0.091217,0.0005,0.198862,0.00014,59.08911,-64.157728,10.32,47
824,00839,10.79,0.15,K239D,149.2478,339.39759,338.1631,12.60325,0.1528778,0.2332655,2.6135795,2.61489,0.00011,0.135609,0.0011,0.221726,7.4e-05,42.291301,-49.875218,10.79,36
825,00840,10.12,0.15,K239D,177.46273,8.6876,272.55249,9.97798,0.1030797,0.17822158,3.1272495,3.133335,2.2e-06,0.107133,1.5e-05,0.190661,1.9e-07,100.637833,-82.637261,10.12,39
826,00841,12.85,0.15,K239D,107.23467,121.05758,354.66765,3.7908,0.0693937,0.29099963,2.2553179,2.255195,9.3e-06,0.109757,5.5e-05,0.062903,0.00038,34.532132,-36.353893,12.85,38
827,00842,10.68,0.15,K239D,192.79629,353.10977,5.39279,14.4943,0.116143,0.16898796,3.2401532,3.232534,0.00013,0.117385,5.4e-05,0.247249,3.7e-05,350.459429,-87.325232,10.68,39
828,00843,13.88,0.15,K239D,55.96224,317.23068,4.04008,7.99693,0.2099095,0.28632685,2.2797891,2.279159,8.2e-07,0.156639,5e-05,0.135538,7e-05,33.42342,-38.28044,13.88,27
829,00844,9.85,0.15,K239D,297.42881,354.16713,348.6655,8.77669,0.0695456,0.17198046,3.2024571,3.195759,1.5e-05,0.070445,1.4e-05,0.160533,3.5e-06,175.030977,-83.697055,9.85,46
830,00845,10.17,0.15,K239D,142.60019,292.58004,42.99089,12.61536,0.069223,0.19577619,2.9373981,2.93956,1.4e-07,0.036043,3.6e-05,0.207807,4.6e-06,60.386567,-63.41759,10.17,49
831,00846,10.41,0.15,K239D,129.6569,130.37455,260.59216,0.26454,0.1754454,0.17773342,3.132973,3.127903,3.3e-05,0.15016,4.8e-05,0.026624,5.8e-05,127.354258,-101.708713,10.41,53
832,00847,10.16,0.15,K239D,42.13664,128.6041,270.69709,2.48124,0.0948487,0.21241576,2.7819217,2.782755,3.8e-07,0.067454,6.8e-05,0.063566,6.6e-05,62.74128,-60.617426,10.16,56
833,00848,11.34,0.15,K239D,271.59301,125.81904,207.74228,1.05446,0.1624005,0.17954003,3.1119207,3.106493,1.8e-05,0.141378,0.00019,0.030139,0.00076,115.579304,-96.886608,11.34,47
834,00849,8.21,0.15,K239D,175.84879,62.8189,228.27165,19.53729,0.2009959,0.17680778,3.1438981,3.155018,6.7e-06,0.185322,1.2e-05,0.34791,3.8e-06,65.981346,-76.761391,8.21,58
835,00850,9.74,0.15,K239D,186.64436,134.57542,120.94355,15.52595,0.1293353,0.18996504,2.9970012,2.998532,1.8e-05,0.142619,6.9e-05,0.25158,3.1e-05,58.405864,-71.396601,9.74,45
836,00851,11.62,0.15,K239D,151.65628,7.47256,141.16411,2.39384,0.0908071,0.29640912,2.2277939,2.228937,0.00016,0.14242,0.00011,0.03672,0.002,33.945175,-36.616621,11.62,48
837,00852,10.09,0.15,K239D,133.35095,282.2609,27.26565,23.02141,0.274788,0.2715991,2.3614776,2.362595,1.5e-05,0.240347,0.00074,0.402916,0.0005,16.692852,-37.89937,10.09,38
838,00853,11.65,0.15,K239D,164.94678,60.44063,182.81554,9.21251,0.1054847,0.28006869,2.3136252,2.312354,1.2e-06,0.118883,0.00012,0.163895,8.2e-05,33.223669,-37.655677,11.65,41
839,00854,12.09,0.15,K239D,111.19007,84.57522,190.55965,6.08696,0.1740192,0.27011899,2.3700962,2.368223,9.2e-07,0.163715,3e-05,0.112318,6.9e-05,37.336794,-42.543915,12.09,40
840,00855,11.79,0.15,K239D,176.9691,234.26916,17.0884,10.88022,0.1800129,0.27155346,2.3617422,2.36148,1.4e-05,0.184652,0.00039,0.188013,0.0003,33.742756,-42.074212,11.79,38
841,00856,10.95,0.15,K239D,89.3926,72.59449,125.53216,14.32717,0.1191341,0.25941525,2.434851,2.436128,1e-06,0.159209,4.7e-05,0.240628,3.6e-05,32.488208,-42.386101,10.95,41
842,00857,11.62,0.15,K239D,303.38915,238.92516,82.88889,5.2993,0.0880996,0.30402284,2.1904428,2.190362,1.1e-07,0.018349,0.00054,0.08516,0.00013,31.88431,-32.666678,11.62,52
843,00858,10.46,0.15,K239D,287.14385,178.05423,67.11106,8.86694,0.1034866,0.20918376,2.8105031,2.809592,1.3e-05,0.132625,6.5e-05,0.135619,6.9e-05,61.765726,-64.782213,10.46,47
844,00859,9.79,0.15,K239D,159.72123,22.05925,35.66395,13.50299,0.1101991,0.17004786,3.2266753,3.213123,2.2e-06,0.115486,3.2e-06,0.224184,3e-06,215.99697,-86.533157,9.79,41
845,00860,10.09,0.15,K239D,75.64267,21.61295,309.2439,13.28829,0.1083961,0.21066655,2.7972997,2.796408,2.6e-07,0.08345,1.7e-05,0.242486,7e-06,46.42942,-55.221007,10.09,44
846,00861,9.83,0.15,K239D,226.84045,192.37917,114.94487,8.05563,0.0996927,0.17703299,3.1412312,3.143928,4.5e-06,0.085798,2e-06,0.11884,3.5e-07,121.447175,-86.399452,9.83,55
847,00862,9.98,0.15,K239D,306.59748,120.35171,299.98901,13.88457,0.0831615,0.2100001,2.8032148,2.803161,1.7e-07,0.077439,1.1e-06,0.256657,1.9e-06,44.737791,-54.455111,9.98,43
848,00863,9.16,0.15,K239D,137.54563,98.55113,116.90714,25.41146,0.0276356,0.17209837,3.2009941,3.198113,2.3e-06,0.040219,1.2e-05,0.415117,5.4e-06,77.0542,-54.687935,9.16,43
849,00864,12.85,0.15,K239D,28.48669,194.06435,163.08911,5.44988,0.1908047,0.30025997,2.2087052,2.208334,4e-07,0.134741,0.00034,0.091194,0.00049,32.414614,-35.391849,12.85,29
850,00865,11.68,0.15,K239D,146.51937,302.18072,176.88492,13.35464,0.1953058,0.26242921,2.4161725,2.41832,6.2e-05,0.247724,0.0021,0.23596,3.1e-05,33.385358,-47.537384,11.68,40
851,00866,9.72,0.15,K239D,247.24805,264.48849,91.03363,8.6597,0.0524016,0.17834169,3.1258452,3.123312,6.8e-07,0.030811,1.2e-05,0.130171,3e-06,106.699874,-79.789255,9.72,53
852,00867,11.56,0.15,K239D,331.09666,72.4525,46.30815,5.98457,0.1206299,0.18321664,3.0701489,3.066091,1.2e-06,0.142019,2.1e-06,0.095042,2.8e-06,97.1353,-89.97594,11.56,34
853,00868,10.51,0.15,K239D,130.15832,286.89266,115.75625,5.83604,0.1463789,0.22158079,2.7046722,2.704538,0.00032,0.121723,0.0016,0.085347,0.00092,56.96887,-58.350889,10.51,55
854,00869,12.12,0.15,K239D,358.44851,107.08825,154.86546,7.83771,0.2191297,0.22335837,2.6903032,2.691757,7.4e-05,0.229944,0.00039,0.132606,0.00045,54.181327,-67.653904,12.12,43
855,00870,11.83,0.15,K239D,317.96678,197.0015,120.78539,6.19153,0.2643863,0.27850014,2.3223042,2.321419,1.2e-05,0.224396,0.00046,0.084957,0.00074,36.660383,-44.43164,11.83,39
856,00871,12.72,0.15,K239D,34.16724,66.14385,157.98785,4.25303,0.1203527,0.29759846,2.2218544,2.222091,1.2e-05,0.146537,0.00029,0.072909,0.00036,33.261663,-36.33292,12.72,39
857,00872,10.17,0.15,K239D,212.47284,20.52595,194.66308,7.38545,0.0798068,0.21822004,2.7323707,2.731409,1.3e-07,0.120287,6.1e-05,0.131572,2.1e-05,55.499538,-58.794869,10.17,57
858,00873,11.56,0.15,K239D,326.3454,109.69713,149.99412,5.27643,0.1485593,0.23136278,2.6278892,2.627451,1.3e-05,0.193113,0.012,0.08502,0.00019,53.241733,-59.200914,11.56,47
859,00874,10.29,0.15,K239D,23.79187,8.65765,190.61213,11.13931,0.0796394,0.17589566,3.1547574,3.157505,1.2e-06,0.104752,1.3e-06,0.19287,1.2e-07,115.220014,-83.763994,10.29,42
860,00875,11.21,0.15,K239D,311.65097,117.27306,196.02969,14.57033,0.1507526,0.24154218,2.5535286,2.553861,6.9e-07,0.100466,2.7e-05,0.26057,3.3e-06,37.919423,-43.906136,11.21,38
861,00876,10.99,0.15,K239D,42.96294,210.57133,150.88746,11.35127,0.1157489,0.18866728,3.0107289,3.010457,4.4e-07,0.079718,0.00027,0.183585,0.00012,71.9576,-71.701364,10.99,43
862,00877,11.03,0.15,K239D,164.21461,275.84002,116.35904,4.25439,0.1591612,0.25120043,2.4876492,2.487322,3.1e-06,0.116439,0.00018,0.060341,3.1e-05,52.232954,-46.578411,11.03,49
863,00878,14.91,0.15,K239D,185.43808,190.14917,172.80998,2.06669,0.2262689,0.27165761,2.3611385,2.360495,2.2e-05,0.187285,0.00033,0.037189,3.4e-05,38.933199,-44.303352,14.91,26
864,00879,11.16,0.15,K239D,83.62212,96.64236,269.79355,13.68214,0.1553041,0.24484372,2.5305217,2.530552,2.3e-07,0.098027,0.00015,0.257803,9.5e-05,40.888209,-42.887777,11.16,37
865,00880,11.37,0.15,K239D,115.12545,100.84885,262.57269,15.13746,0.3230818,0.18982363,2.9984895,3.002346,3.6e-06,0.256553,8e-05,0.307631,3.5e-06,48.712207,-83.651436,11.37,30
866,00881,11.98,0.15,K239D,40.97374,41.61223,276.99348,14.18937,0.2059962,0.23325475,2.6136597,2.611857,1.2e-06,0.174268,6.1e-05,0.259117,1.7e-05,38.507813,-50.8305,11.98,32
867,00882,10.78,0.15,K239D,6.17498,126.37515,256.24897,6.12875,0.2683336,0.17841024,3.1250445,3.134481,5.9e-05,0.222725,1.8e-05,0.131007,6.9e-06,126.435881,-120.7685,10.78,40
868,00883,12.84,0.15,K239D,256.85702,42.42701,285.45655,4.71306,0.1983433,0.29426175,2.2386189,2.238074,2.2e-05,0.140625,0.00042,0.092458,0.00066,33.351879,-36.495179,12.84,36
869,00885,10.74,0.15,K239D,175.17516,204.08518,148.88955,3.30725,0.1834913,0.18079747,3.0974751,3.097644,4.1e-07,0.150435,4.9e-06,0.045205,3.1e-07,112.149074,-97.500484,10.74,51
870,00886,9.46,0.15,K239D,311.192,302.38319,58.8464,16.87377,0.2711952,0.17490198,3.166695,3.164649,4.8e-05,0.234099,0.00018,0.280801,0.00024,102.131341,-103.809342,9.46,45
871,00888,9.41,0.15,K239D,279.7359,298.04168,123.92971,13.85199,0.1953017,0.22123506,2.7074893,2.709319,1.2e-05,0.178633,1.6e-05,0.227261,1e-05,45.492499,-58.12853,9.41,44
872,00889,11.11,0.15,K239D,291.66002,278.55192,132.52018,8.10712,0.2038528,0.25767451,2.4458045,2.446227,1.5e-05,0.188668,8.4e-05,0.133289,1.3e-05,40.426908,-47.333927,11.11,38
873,00890,10.55,0.15,K239D,305.53138,87.22763,160.5297,10.87607,0.0594809,0.18754155,3.022765,3.023453,1.4e-05,0.073242,0.00082,0.179604,0.00032,74.40291,-72.342103,10.55,42
874,00891,10.02,0.15,K239D,114.41325,294.92437,105.80382,13.54544,0.0263245,0.20377344,2.8600327,2.860443,3.1e-06,0.030875,0.00019,0.215808,1.1e-06,53.849297,-58.31486,10.02,43
875,00892,9.88,0.15,K239D,166.99424,285.91163,175.88171,21.32981,0.1051787,0.17008546,3.2261998,3.231351,3.6e-06,0.078002,8.2e-06,0.36282,2.8e-06,236.610882,-62.303102,9.88,46
876,00893,9.67,0.15,K239D,153.43775,222.73857,144.92056,17.03579,0.1461574,0.18480743,3.0525054,3.052238,4.5e-07,0.115452,2.8e-05,0.277271,1.1e-05,57.975282,-69.374312,9.67,48
877,00894,9.77,0.15,K239D,4.33933,116.90639,190.5903,12.7379,0.1101139,0.1791086,3.116916,3.114654,2.1e-05,0.100239,3.5e-05,0.225318,6.7e-07,83.940686,-77.034591,9.77,50
878,00895,8.36,0.15,K239D,329.5259,177.05333,264.55578,26.06728,0.1439441,0.17158618,3.207361,3.214544,5.2e-05,0.176075,6.9e-05,0.44207,6.7e-05,109.967197,-67.104421,8.36,48
879,00896,11.78,0.15,K239D,193.8045,2.19296,254.07588,8.19816,0.1644405,0.28540839,2.2846774,2.285233,3.2e-06,0.165328,0.00022,0.152023,0.00015,33.00311,-38.67862,11.78,40
880,00897,10.57,0.15,K239D,0.78454,23.97537,257.94498,14.32785,0.0936437,0.24325343,2.5415388,2.543132,5.5e-08,0.09154,0.00013,0.259027,6.4e-07,38.643627,-43.160255,10.57,45
881,00898,11.69,0.15,K239D,119.82418,49.83717,241.48498,10.09881,0.3722691,0.21877183,2.7277744,2.736805,0.00096,0.360614,0.003,0.196174,4.8e-05,54.235804,-96.616159,11.69,37
882,00899,10.32,0.15,K239D,27.63845,127.27536,252.35261,12.47541,0.2021379,0.19889175,2.906642,2.907763,1e-05,0.153352,0.00017,0.236212,1.4e-05,54.497209,-67.798595,10.32,44
883,00900,11.76,0.15,K239D,17.15514,122.08297,182.23906,11.56004,0.1623164,0.25338844,2.4733079,2.472185,4e-07,0.131873,9.2e-06,0.205564,3.4e-06,37.204024,-43.383132,11.76,37
884,00901,11.7,0.15,K239D,243.17346,68.34604,265.03484,3.44527,0.2205671,0.29704128,2.224632,2.224211,3.7e-06,0.160261,0.00082,0.072031,0.0017,33.308957,-37.053622,11.7,44
885,00902,12.09,0.15,K239D,140.05482,28.26186,353.04506,6.34727,0.1793963,0.25752417,2.4467563,2.446622,3.9e-07,0.148543,0.00011,0.112734,1.8e-05,40.406863,-45.267635,12.09,34
886,00903,10.14,0.15,K239D,310.5867,234.01872,159.38255,11.78212,0.0464768,0.16926103,3.2366673,3.238693,1.4e-05,0.03922,7.7e-05,0.194315,3.8e-06,421.549891,-72.320878,10.14,41
887,00904,10.51,0.15,K239D,44.055,253.97344,197.79137,15.18486,0.0849808,0.19032467,2.9932248,2.993082,3.9e-07,0.089753,0.001,0.26859,1.2e-05,53.65481,-64.880019,10.51,44
888,00905,11.73,0.15,K239D,297.08096,343.39869,37.12014,5.32302,0.1531087,0.29884054,2.2156936,2.215841,2.6e-05,0.127496,8.2e-05,0.085029,0.00015,32.710529,-35.548994,11.73,45
889,00906,9.45,0.15,K239D,162.47766,293.39863,40.06718,11.7846,0.0853804,0.20028806,2.8931171,2.89462,1.6e-06,0.051933,0.00011,0.194747,3e-05,59.11816,-62.065419,9.45,57
890,00907,9.96,0.15,K239D,75.98914,88.48908,42.92357,19.5331,0.1637296,0.2103799,2.79984,2.800489,6.1e-06,0.197911,0.00014,0.334309,6.7e-06,34.15321,-57.910141,9.96,38
891,00908,10.77,0.15,K239D,302.07731,23.05174,85.48411,13.41474,0.1470749,0.25320583,2.4744969,2.475581,5.9e-05,0.169632,0.0012,0.214227,3.3e-05,40.368281,-45.472151,10.77,43
892,00909,8.78,0.15,K239D,358.61613,231.79326,146.32439,18.77663,0.0928961,0.14737475,3.5496647,3.542799,2.6e-05,0.050928,0.0004,0.30759,1.6e-05,60.458633,-102.373276,8.78,49
893,00910,10.53,0.15,K239D,218.17391,207.7799,49.79307,9.21555,0.1562357,0.19726653,2.9225847,2.924662,1.2e-06,0.175174,0.00012,0.144538,0.00014,70.337625,-78.852284,10.53,55
894,00912,9.46,0.15,K239D,22.11927,91.36551,33.43129,18.31411,0.1791494,0.17808863,3.1288056,3.125338,2.9e-05,0.17787,1.4e-05,0.317752,1.4e-05,62.856572,-77.562338,9.46,43
895,00913,12.1,0.15,K239D,332.68485,188.51355,94.91089,5.80434,0.170307,0.3025359,2.1976141,2.197535,2.7e-06,0.132486,0.00037,0.089043,0.0011,32.132993,-34.977654,12.1,37
896,00914,9.14,0.15,K239D,16.23692,49.14122,255.76868,25.20643,0.214227,0.25580153,2.4577288,2.45554,3.4e-06,0.241707,0.0052,0.42966,0.00019,16.677375,-40.462956,9.14,46
897,00915,11.78,0.15,K239D,210.27791,39.65702,9.26389,5.54627,0.1392727,0.29638907,2.2278944,2.227716,5.2e-08,0.134392,0.0007,0.089757,0.0004,33.093268,-35.9611,11.78,38
898,00916,11.57,0.15,K239D,230.47137,41.68241,329.74488,11.09346,0.2365813,0.27095813,2.3652003,2.364684,2.1e-05,0.191765,0.00032,0.199867,0.00033,33.247982,-42.3296,11.57,34
899,00917,11.76,0.15,K239D,143.99111,359.75027,343.3822,5.12574,0.2007916,0.26829536,2.3808239,2.381359,4.3e-07,0.163107,0.0001,0.091701,2.8e-05,38.49841,-43.372182,11.76,51
900,00918,10.8,0.15,K239D,157.73567,15.27222,330.44291,12.07066,0.1889324,0.20327405,2.864715,2.865774,1.4e-05,0.158654,6.1e-05,0.213309,7.4e-06,56.298813,-67.196462,10.8,44
901,00919,11.7,0.15,K239D,270.52006,156.52395,229.8065,8.16736,0.0842602,0.21360571,2.7715804,2.772222,4.3e-08,0.050487,0.00015,0.155415,4.7e-05,55.537733,-56.748184,11.7,42
902,00920,11.41,0.15,K239D,79.39558,270.34666,192.61648,11.59501,0.1048972,0.23210709,2.6222682,2.62194,1.7e-05,0.119202,3.3e-05,0.206751,7.4e-05,43.974562,-49.90414,11.41,40
903,00921,10.02,0.15,K239D,181.68617,70.15159,204.79631,16.36226,0.1860396,0.17502491,3.1652121,3.178477,0.00023,0.175382,0.00022,0.291752,0.00011,107.14411,-86.655508,10.02,41
904,00922,12.23,0.15,K239D,222.55964,126.61351,205.1068,7.30138,0.1931071,0.22344936,2.6895728,2.689544,2.5e-06,0.155824,0.0039,0.138012,0.00013,52.913607,-57.292749,12.23,41
905,00923,11.56,0.15,K239D,187.68089,201.49288,197.45344,14.46538,0.1945564,0.23290857,2.616249,2.615057,0.00044,0.182273,0.0012,0.246588,4.5e-05,40.004072,-52.132447,11.56,35
906,00924,9.64,0.15,K239D,230.13897,220.34873,150.17902,8.98576,0.1533024,0.19549393,2.9402247,2.937489,8.5e-06,0.121072,2.3e-05,0.143192,1.1e-05,70.53054,-72.742031,9.64,55
907,00925,8.55,0.15,K239D,108.50931,201.55471,299.51365,21.09844,0.081066,0.22214833,2.7000637,2.700297,5.7e-07,0.065524,1.5e-05,0.36993,1.2e-05,24.080939,-43.580274,8.55,51
908,00926,10.66,0.15,K239D,327.48041,173.43264,48.95607,16.32278,0.1823284,0.19135593,2.982461,2.983416,1.4e-05,0.233774,9.5e-05,0.254272,3.5e-06,59.43478,-84.82158,10.66,35
909,00927,9.41,0.15,K239D,290.88958,173.02378,7.37354,14.64213,0.0930059,0.17096857,3.2150806,3.214111,6.9e-05,0.134316,0.0017,0.24902,0.0019,214.218439,-88.261757,9.41,48
910,00928,9.99,0.15,K239D,222.64265,21.71117,129.80082,17.63403,0.1461429,0.17726547,3.1384842,3.13948,0.00025,0.183249,8.4e-05,0.279028,3.1e-05,81.144065,-85.769133,9.99,47
911,00929,11.71,0.15,K239D,242.34027,23.03915,231.29981,3.91653,0.1142306,0.29436577,2.2380915,2.238709,7.5e-06,0.11661,0.00013,0.076419,0.00014,33.682844,-35.910308,11.71,41
912,00930,11.37,0.15,K239D,344.018,330.27677,340.92963,15.33516,0.1426471,0.2599869,2.4312806,2.431033,5e-07,0.023836,0.00065,0.264522,6.5e-05,30.086896,-39.596476,11.37,39
913,00931,9.41,0.15,K239D,190.08075,315.46403,110.96601,11.48468,0.2337223,0.17470128,3.1691199,3.174444,9.1e-05,0.215474,0.00038,0.173389,0.0011,155.802756,-120.530375,9.41,49
914,00932,10.07,0.15,K239D,285.85612,49.85943,14.94626,8.11429,0.0914829,0.26192745,2.4192572,2.420086,4.6e-06,0.089756,0.00012,0.136614,3.8e-05,37.695096,-41.29314,10.07,45
915,00933,12.79,0.15,K239D,172.27319,12.90626,141.41751,5.54276,0.1665954,0.27060401,2.3672633,2.368645,2.8e-05,0.206395,9.5e-05,0.08665,5.9e-05,38.407863,-45.468083,12.79,38
916,00934,10.24,0.15,K239D,173.03049,64.42221,325.37382,14.07962,0.2159401,0.21611609,2.7500757,2.748096,1.5e-05,0.175442,8.2e-05,0.262931,6.6e-06,42.043475,-57.956288,10.24,39
